Name;X-coordinate;Y-coordinate;Z-coordinate;X-velocity;Y-velocity;Z-velocity;mass
sun;-3.716796098974283e-06;-3.278377816863067e-05;2.3562722481366958e-07;-0.0003716796098974283;-0.0032783778168630666;2.3562722481366958e-05;39.47841760435743
jupiter;4.847339930856543;-1.1321630550460413;-0.10387091638393478;0.5908488391821772;2.8156988981387063;-0.02488719128116714;0.03769367487038949
saturn;8.333218184594687;4.1430349688596575;-0.40343728476075313;-1.0148533649892928;1.8236404735352374;0.00861323535682711;0.011286326131968767
uranus;12.905190971986693;-15.102456648865521;-0.22341579268383283;1.0821409847561863;0.8694752833109706;-0.010821379117708814;0.0017237240570597112
neptune;15.389485801827046;-25.913363875177772;0.17891118741867673;0.9788686976130451;0.5950734810190818;-0.034758553169444574;0.0020336868699246304
sun;-7.273518670678196e-06;-6.559687126015444e-05;4.675152683828749e-07;-0.00035567225717039123;-0.0032813093091523765;2.3188804356920532e-05;39.47841760435743
jupiter;4.8530933863676875;-1.1039698307072512;-0.10411646717265419;0.5753455511144587;2.8193224338790195;-0.024555078871940333;0.03769367487038949
saturn;8.323028897305559;4.161251058561885;-0.4033491774358964;-1.0189287289128606;1.8216089702228089;0.008810732485677448;0.011286326131968767
uranus;12.916005876572566;-15.093754278259237;-0.2235238938447577;1.0814904585873215;0.8702370606285429;-0.010810116092487543;0.0017237240570597112
neptune;15.399272267016217;-25.907409396360723;0.17856357596037076;0.978646518917069;0.5954478817047619;-0.0347611458305973;0.0020336868699246304
sun;-1.0669937412370742e-05;-9.843840441014947e-05;6.95655176168028e-07;-0.0003396418741692547;-0.003284153314999504;2.2813990778515315e-05;39.47841760435743
jupiter;4.858691557084346;-1.0757412582837718;-0.10435868752991778;0.5598170716658598;2.8228572423479497;-0.024222035726359996;0.03769367487038949
saturn;8.312798893164066;4.17944673721944;-0.40325909491834167;-1.023000414149191;1.8195678657554644;0.00900825175547267;0.011286326131968767
uranus;12.92681427085539;-15.085044294760934;-0.22363188232806855;1.0808394282824727;0.8709983498303221;-0.010798848331083941;0.0017237240570597112
neptune;15.409056508978036;-25.901451174354236;0.17821593862550048;0.9784241961819248;0.5958222006487656;-0.03476373348702955;0.0020336868699246304
sun;-1.3905827292376441e-05;-0.00013130750079933367;9.200381049357173e-07;-0.00032358898800056995;-0.0032869096389184197;2.2438292876768926e-05;39.47841760435743
jupiter;4.864134196541908;-1.0474782271091316;-0.10459756826191563;0.5442639457561657;2.8263031174640094;-0.023888073199784712;0.03769367487038949
saturn;8.302528209195115;4.1976219088660525;-0.4031670369967676;-1.0270683968950187;1.8175171646613026;0.00920579215740602;0.011286326131968767
uranus;12.937616149797282;-15.076326703254686;-0.22373975808645738;1.0801878941891925;0.8717591506248125;-0.01078757583888223;0.0017237240570597112
neptune;15.418838526272372;-25.895489209976283;0.17786827546411813;0.9782017294335872;0.596196437795191;-0.03476631613823631;0.0020336868699246304
sun;-1.698096856935577e-05;-0.0001642032816893775;1.140655323341039e-06;-0.0003075141276979328;-0.0032895780890043825;2.2061721840532173e-05;39.47841760435743
jupiter;4.8694210637451345;-1.0191816285403634;-0.10483310028899785;0.5286867203226275;2.8296598568768143;-0.023553202708222566;0.03769367487038949
saturn;8.292216882661672;4.215776477581396;-0.4030730034699523;-1.0311326533443415;1.8154568715343136;0.00940335268153236;0.011286326131968767
uranus;12.948411508363833;-15.067601508627476;-0.22384752107267006;1.0795358566550595;0.872519462721024;-0.01077629862126681;0.0017237240570597112
neptune;15.428618317459353;-25.8895235040454;0.17752058652628097;0.9779791186980508;0.5965705930881862;-0.034768893783714325;0.0020336868699246304
sun;-1.9895146811293867e-05;-0.00019712486645893758;1.3574982125045256e-06;-0.00029141782419380997;-0.003292158476956007;2.1684288916348668e-05;39.47841760435743
jupiter;4.87455192318804;-0.9908523559204618;-0.10506527464627552;0.5130859442905228;2.8329272619901555;-0.0232174357277669;0.03769367487038949
saturn;8.281864951064785;4.233910347491741;-0.40297699414678456;-1.0351931596886472;1.8133869910345106;0.009600932316774035;0.011286326131968767
uranus;12.95920034152411;-15.058868715769192;-0.22395517123950628;1.0788833160276792;0.8732792858284713;-0.010765016683622335;0.0017237240570597112
neptune;15.438395881099366;-25.88355405738068;0.17717287186205136;0.9777563640013306;0.596944666471948;-0.03477146642296207;0.0020336868699246304
sun;-2.264815291420464e-05;-0.00023007137263990834;1.5705582665835948e-06;-0.00027530061029107703;-0.003294650618097077;2.1306005407906906e-05;39.47841760435743
jupiter;4.879526544873475;-0.9624913045406138;-0.10529408248421576;0.49746216854341235;2.836105137984804;-0.022880783794024192;0.03769367487038949
saturn;8.271472452143614;4.2520234227706215;-0.4028790088462753;-1.0392498921171403;1.8113075278880635;0.009798530050926638;0.011286326131968767
uranus;12.969982644250656;-15.05012832957262;-0.22406270853981963;1.0782302726546875;0.8740386196571712;-0.010753730031333772;0.0017237240570597112
neptune;15.44817121575306;-25.877580870801776;0.17682513152149656;0.977533465369462;0.5973186578907221;-0.03477403405547974;0.0020336868699246304
sun;-2.523978312054735e-05;-0.0002630419159538893;1.7798270933384437e-06;-0.0002591630206342711;-0.0032970543313980962;2.0926882675484894e-05;39.47841760435743
jupiter;4.884344704332405;-0.9340993716022034;-0.1055195150692311;0.4818159458931007;2.8391932938410442;-0.0225432585015341;0.03769367487038949
saturn;8.261039423875445;4.270115607639496;-0.40277904739756865;-1.0433028268169693;1.8092184868874306;0.009996144870664749;0.011286326131968767
