Name;X-coordinate;Y-coordinate;Z-coordinate;X-velocity;Y-velocity;Z-velocity;mass
sun;-3.7168e-06;-3.27838e-05;2.35627e-07;-0.00037168;-0.00327838;2.35627e-05;39.4784
jupiter;4.84734;-1.13216;-0.103871;0.590849;2.8157;-0.0248872;0.0376937
saturn;8.33322;4.14303;-0.403437;-1.01485;1.82364;0.00861324;0.0112863
uranus;12.9052;-15.1025;-0.223416;1.08214;0.869475;-0.0108214;0.00172372
neptune;15.3895;-25.9134;0.178911;0.978869;0.595073;-0.0347586;0.00203369
sun;-7.27352e-06;-6.55969e-05;4.67515e-07;-0.000355672;-0.00328131;2.31888e-05;39.4784
jupiter;4.85309;-1.10397;-0.104116;0.575346;2.81932;-0.0245551;0.0376937
saturn;8.32303;4.16125;-0.403349;-1.01893;1.82161;0.00881073;0.0112863
uranus;12.916;-15.0938;-0.223524;1.08149;0.870237;-0.0108101;0.00172372
neptune;15.3993;-25.9074;0.178564;0.978647;0.595448;-0.0347611;0.00203369
sun;-1.06699e-05;-9.84384e-05;6.95655e-07;-0.000339642;-0.00328415;2.2814e-05;39.4784
jupiter;4.85869;-1.07574;-0.104359;0.559817;2.82286;-0.024222;0.0376937
saturn;8.3128;4.17945;-0.403259;-1.023;1.81957;0.00900825;0.0112863
uranus;12.9268;-15.085;-0.223632;1.08084;0.870998;-0.0107988;0.00172372
neptune;15.4091;-25.9015;0.178216;0.978424;0.595822;-0.0347637;0.00203369
sun;-1.39058e-05;-0.000131308;9.20038e-07;-0.000323589;-0.00328691;2.24383e-05;39.4784
jupiter;4.86413;-1.04748;-0.104598;0.544264;2.8263;-0.0238881;0.0376937
saturn;8.30253;4.19762;-0.403167;-1.02707;1.81752;0.00920579;0.0112863
uranus;12.9376;-15.0763;-0.22374;1.08019;0.871759;-0.0107876;0.00172372
neptune;15.4188;-25.8955;0.177868;0.978202;0.596196;-0.0347663;0.00203369
sun;-1.6981e-05;-0.000164203;1.14066e-06;-0.000307514;-0.00328958;2.20617e-05;39.4784
jupiter;4.86942;-1.01918;-0.104833;0.528687;2.82966;-0.0235532;0.0376937
saturn;8.29222;4.21578;-0.403073;-1.03113;1.81546;0.00940335;0.0112863
uranus;12.9484;-15.0676;-0.223848;1.07954;0.872519;-0.0107763;0.00172372
neptune;15.4286;-25.8895;0.177521;0.977979;0.596571;-0.0347689;0.00203369
sun;-1.98951e-05;-0.000197125;1.3575e-06;-0.000291418;-0.00329216;2.16843e-05;39.4784
jupiter;4.87455;-0.990852;-0.105065;0.513086;2.83293;-0.0232174;0.0376937
saturn;8.28186;4.23391;-0.402977;-1.03519;1.81339;0.00960093;0.0112863
uranus;12.9592;-15.0589;-0.223955;1.07888;0.873279;-0.010765;0.00172372
neptune;15.4384;-25.8836;0.177173;0.977756;0.596945;-0.0347715;0.00203369
sun;-2.26482e-05;-0.000230071;1.57056e-06;-0.000275301;-0.00329465;2.1306e-05;39.4784
jupiter;4.87953;-0.962491;-0.105294;0.497462;2.83611;-0.0228808;0.0376937
saturn;8.27147;4.25202;-0.402879;-1.03925;1.81131;0.00979853;0.0112863
uranus;12.97;-15.0501;-0.224063;1.07823;0.874039;-0.0107537;0.00172372
neptune;15.4482;-25.8776;0.176825;0.977533;0.597319;-0.034774;0.00203369
sun;-2.52398e-05;-0.000263042;1.77983e-06;-0.000259163;-0.00329705;2.09269e-05;39.4784
jupiter;4.88434;-0.934099;-0.10552;0.481816;2.83919;-0.0225433;0.0376937
saturn;8.26104;4.27012;-0.402779;-1.0433;1.80922;0.00999614;0.0112863
uranus;12.9808;-15.0414;-0.22417;1.07758;0.874797;-0.0107424;0.00172372
neptune;15.4579;-25.8716;0.176477;0.97731;0.597693;-0.0347766;0.00203369
sun;-2.76698e-05;-0.000296036;1.9853e-06;-0.000243006;-0.00329937;2.05469e-05;39.4784
jupiter;4.88901;-0.905677;-0.105742;0.466148;2.84219;-0.0222049;0.0376937
saturn;8.25057;4.28819;-0.402677;-1.04735;1.80712;0.0101938;0.0112863
uranus;12.9915;-15.0326;-0.224277;1.07692;0.875556;-0.0107311;0.00172372
neptune;15.4677;-25.8656;0.17613;0.977087;0.598066;-0.0347792;0.00203369
sun;-2.99381e-05;-0.000329052;2.18696e-06;-0.000226829;-0.0033016;2.01662e-05;39.4784
jupiter;4.89351;-0.877226;-0.10596;0.450458;2.8451;-0.0218656;0.0376937
saturn;8.24005;4.30624;-0.402573;-1.0514;1.80501;0.0103914;0.0112863
uranus;13.0023;-15.0239;-0.224385;1.07627;0.876314;-0.0107198;0.00172372
neptune;15.4775;-25.8596;0.175782;0.976864;0.59844;-0.0347817;0.00203369
sun;-3.20445e-05;-0.000362089;2.3848e-06;-0.000210633;-0.00330373;1.97846e-05;39.4784
jupiter;4.89786;-0.848747;-0.106175;0.434748;2.84792;-0.0215256;0.0376937
saturn;8.2295;4.32427;-0.402467;-1.05544;1.80289;0.0105891;0.0112863
uranus;13.013;-15.0151;-0.224492;1.07561;0.877071;-0.0107085;0.00172372
neptune;15.4873;-25.8537;0.175434;0.97664;0.598814;-0.0347843;0.00203369
sun;-3.39887e-05;-0.000395147;2.57883e-06;-0.00019442;-0.00330578;1.94022e-05;39.4784
jupiter;4.90205;-0.820241;-0.106387;0.419018;2.85065;-0.0211847;0.0376937
saturn;8.2189;4.34227;-0.402359;-1.05948;1.80077;0.0107868;0.0112863
uranus;13.0238;-15.0063;-0.224599;1.07496;0.877828;-0.0106972;0.00172372
neptune;15.497;-25.8477;0.175086;0.976417;0.599187;-0.0347868;0.00203369
sun;-3.57705e-05;-0.000428224;2.76902e-06;-0.000178188;-0.00330774;1.90191e-05;39.4784
jupiter;4.90608;-0.791708;-0.106596;0.403268;2.85328;-0.0208429;0.0376937
saturn;8.20827;4.36026;-0.40225;-1.06351;1.79863;0.0109844;0.0112863
uranus;13.0345;-14.9975;-0.224706;1.0743;0.878584;-0.0106859;0.00172372
neptune;15.5068;-25.8417;0.174738;0.976193;0.599561;-0.0347893;0.00203369
sun;-3.73899e-05;-0.00046132;2.95537e-06;-0.00016194;-0.00330961;1.86352e-05;39.4784
jupiter;4.90996;-0.76315;-0.106801;0.387498;2.85583;-0.0205004;0.0376937
saturn;8.19759;4.37822;-0.402138;-1.06754;1.79648;0.0111821;0.0112863
uranus;13.0453;-14.9887;-0.224812;1.07364;0.87934;-0.0106746;0.00172372
neptune;15.5165;-25.8357;0.17439;0.975969;0.599934;-0.0347919;0.00203369
sun;-3.88467e-05;-0.000494434;3.13787e-06;-0.000145675;-0.00331139;1.82505e-05;39.4784
jupiter;4.91367;-0.734567;-0.107002;0.371711;2.85828;-0.0201571;0.0376937
saturn;8.18688;4.39617;-0.402024;-1.07157;1.79433;0.0113798;0.0112863
uranus;13.056;-14.9799;-0.224919;1.07299;0.880096;-0.0106633;0.00172372
neptune;15.5263;-25.8297;0.174042;0.975745;0.600308;-0.0347944;0.00203369
sun;-4.01406e-05;-0.000527565;3.31652e-06;-0.000129394;-0.00331308;1.78651e-05;39.4784
jupiter;4.91723;-0.70596;-0.1072;0.355905;2.86065;-0.019813;0.0376937
saturn;8.17612;4.41409;-0.401908;-1.07559;1.79216;0.0115776;0.0112863
uranus;13.0667;-14.9711;-0.225025;1.07233;0.880851;-0.0106519;0.00172372
neptune;15.536;-25.8237;0.173694;0.975521;0.600681;-0.0347969;0.00203369
sun;-4.12716e-05;-0.000560712;3.49131e-06;-0.000113097;-0.00331468;1.74789e-05;39.4784
jupiter;4.92063;-0.677331;-0.107395;0.340082;2.86292;-0.0194682;0.0376937
saturn;8.16532;4.43199;-0.40179;-1.0796;1.78999;0.0117753;0.0112863
uranus;13.0774;-14.9623;-0.225132;1.07167;0.881605;-0.0106406;0.00172372
neptune;15.5458;-25.8176;0.173346;0.975297;0.601054;-0.0347994;0.00203369
sun;-4.22394e-05;-0.000593874;3.66223e-06;-9.67853e-05;-0.00331619;1.7092e-05;39.4784
jupiter;4.92388;-0.64868;-0.107586;0.324242;2.8651;-0.0191226;0.0376937
saturn;8.15449;4.44987;-0.401671;-1.08362;1.7878;0.011973;0.0112863
uranus;13.0882;-14.9535;-0.225238;1.07101;0.882359;-0.0106293;0.00172372
neptune;15.5556;-25.8116;0.172998;0.975072;0.601427;-0.0348019;0.00203369
sun;-4.3044e-05;-0.00062705;3.82928e-06;-8.04594e-05;-0.00331761;1.67044e-05;39.4784
jupiter;4.92696;-0.620008;-0.107774;0.308386;2.86719;-0.0187762;0.0376937
saturn;8.14361;4.46772;-0.401549;-1.08763;1.78561;0.0121707;0.0112863
uranus;13.0989;-14.9447;-0.225344;1.07035;0.883112;-0.0106179;0.00172372
neptune;15.5653;-25.8056;0.17265;0.974847;0.6018;-0.0348045;0.00203369
sun;-4.36852e-05;-0.000660239;3.99244e-06;-6.41196e-05;-0.00331894;1.63162e-05;39.4784
jupiter;4.92988;-0.591316;-0.107958;0.292514;2.86919;-0.0184291;0.0376937
saturn;8.1327;4.48556;-0.401425;-1.09163;1.7834;0.0123685;0.0112863
uranus;13.1096;-14.9358;-0.22545;1.0697;0.883865;-0.0106066;0.00172372
neptune;15.575;-25.7996;0.172302;0.974623;0.602173;-0.034807;0.00203369
sun;-4.41629e-05;-0.000693441;4.15171e-06;-4.77666e-05;-0.00332018;1.59272e-05;39.4784
jupiter;4.93265;-0.562605;-0.108139;0.276627;2.87109;-0.0180813;0.0376937
saturn;8.12174;4.50337;-0.4013;-1.09563;1.78119;0.0125662;0.0112863
uranus;13.1202;-14.927;-0.225556;1.06904;0.884618;-0.0105952;0.00172372
neptune;15.5848;-25.7936;0.171954;0.974398;0.602546;-0.0348095;0.00203369
sun;-4.44769e-05;-0.000726654;4.30709e-06;-3.14008e-05;-0.00332133;1.55375e-05;39.4784
jupiter;4.93526;-0.533876;-0.108317;0.260726;2.87291;-0.0177328;0.0376937
saturn;8.11074;4.52116;-0.401172;-1.09963;1.77897;0.012764;0.0112863
uranus;13.1309;-14.9181;-0.225662;1.06837;0.88537;-0.0105839;0.00172372
neptune;15.5945;-25.7875;0.171606;0.974173;0.602919;-0.0348119;0.00203369
sun;-4.46271e-05;-0.000759878;4.45856e-06;-1.50229e-05;-0.00332239;1.51472e-05;39.4784
jupiter;4.93771;-0.50513;-0.10849;0.24481;2.87463;-0.0173836;0.0376937
saturn;8.09971;4.53893;-0.401042;-1.10362;1.77674;0.0129617;0.0112863
uranus;13.1416;-14.9093;-0.225768;1.06771;0.886121;-0.0105725;0.00172372
neptune;15.6043;-25.7815;0.171258;0.973948;0.603291;-0.0348144;0.00203369
sun;-4.46135e-05;-0.000793112;4.60612e-06;1.36657e-06;-0.00332335;1.47563e-05;39.4784
jupiter;4.93999;-0.476367;-0.108661;0.228882;2.87626;-0.0170338;0.0376937
saturn;8.08863;4.55667;-0.400911;-1.10761;1.7745;0.0131595;0.0112863
uranus;13.1523;-14.9004;-0.225874;1.06705;0.886872;-0.0105611;0.00172372
neptune;15.614;-25.7755;0.17091;0.973722;0.603664;-0.0348169;0.00203369
sun;-4.44358e-05;-0.000826354;4.74977e-06;1.77671e-05;-0.00332423;1.43647e-05;39.4784
jupiter;4.94212;-0.447589;-0.108828;0.21294;2.8778;-0.0166832;0.0376937
saturn;8.07751;4.57439;-0.400777;-1.1116;1.77224;0.0133572;0.0112863
uranus;13.1629;-14.8915;-0.225979;1.06639;0.887623;-0.0105498;0.00172372
neptune;15.6237;-25.7694;0.170561;0.973497;0.604036;-0.0348194;0.00203369
sun;-4.4094e-05;-0.000859604;4.88949e-06;3.41781e-05;-0.00332502;1.39724e-05;39.4784
jupiter;4.94409;-0.418797;-0.108991;0.196986;2.87924;-0.016332;0.0376937
saturn;8.06636;4.59209;-0.400642;-1.11558;1.76998;0.013555;0.0112863
uranus;13.1736;-14.8826;-0.226084;1.06573;0.888373;-0.0105384;0.00172372
neptune;15.6335;-25.7634;0.170213;0.973271;0.604409;-0.0348219;0.00203369
sun;-4.3588e-05;-0.000892861;5.02529e-06;5.0599e-05;-0.00332571;1.35796e-05;39.4784
jupiter;4.9459;-0.389991;-0.109151;0.181021;2.8806;-0.0159802;0.0376937
saturn;8.05516;4.60977;-0.400504;-1.11956;1.76771;0.0137527;0.0112863
uranus;13.1842;-14.8737;-0.22619;1.06506;0.889122;-0.010527;0.00172372
neptune;15.6432;-25.7573;0.169865;0.973045;0.604781;-0.0348243;0.00203369
sun;-4.29177e-05;-0.000926124;5.15715e-06;6.70293e-05;-0.00332631;1.31862e-05;39.4784
jupiter;4.94755;-0.361173;-0.109307;0.165045;2.88186;-0.0156277;0.0376937
saturn;8.04393;4.62743;-0.400365;-1.12353;1.76543;0.0139505;0.0112863
uranus;13.1949;-14.8648;-0.226295;1.0644;0.889871;-0.0105156;0.00172372
neptune;15.6529;-25.7513;0.169517;0.972819;0.605153;-0.0348268;0.00203369
sun;-4.20831e-05;-0.000959393;5.28507e-06;8.34683e-05;-0.00332682;1.27921e-05;39.4784
jupiter;4.94905;-0.332342;-0.10946;0.149058;2.88302;-0.0152746;0.0376937
saturn;8.03265;4.64506;-0.400223;-1.12749;1.76315;0.0141482;0.0112863
uranus;13.2055;-14.8559;-0.2264;1.06374;0.89062;-0.0105042;0.00172372
neptune;15.6627;-25.7452;0.169168;0.972593;0.605526;-0.0348293;0.00203369
sun;-4.10839e-05;-0.000992665;5.40905e-06;9.99156e-05;-0.00332724;1.23975e-05;39.4784
jupiter;4.95038;-0.303501;-0.109609;0.133061;2.8841;-0.0149209;0.0376937
saturn;8.02134;4.66267;-0.40008;-1.13146;1.76085;0.0143459;0.0112863
uranus;13.2162;-14.847;-0.226505;1.06307;0.891368;-0.0104928;0.00172372
neptune;15.6724;-25.7392;0.16882;0.972367;0.605898;-0.0348317;0.00203369
sun;-3.99202e-05;-0.00102594;5.52907e-06;0.00011637;-0.00332757;1.20024e-05;39.4784
jupiter;4.95155;-0.274651;-0.109755;0.117055;2.88508;-0.0145666;0.0376937
saturn;8.00998;4.68025;-0.399934;-1.13542;1.75854;0.0145437;0.0112863
uranus;13.2268;-14.8381;-0.22661;1.06241;0.892115;-0.0104814;0.00172372
neptune;15.6821;-25.7331;0.168472;0.972141;0.60627;-0.0348342;0.00203369
sun;-3.85919e-05;-0.00105922;5.64514e-06;0.000132832;-0.00332781;1.16066e-05;39.4784
jupiter;4.95256;-0.245791;-0.109897;0.101041;2.88597;-0.0142118;0.0376937
saturn;7.99859;4.69781;-0.399787;-1.13937;1.75622;0.0147414;0.0112863
uranus;13.2374;-14.8292;-0.226714;1.06174;0.892862;-0.01047;0.00172372
neptune;15.6918;-25.727;0.168123;0.971914;0.606642;-0.0348366;0.00203369
sun;-3.70989e-05;-0.0010925;5.75724e-06;0.000149301;-0.00332796;1.12104e-05;39.4784
jupiter;4.95341;-0.216923;-0.110035;0.0850179;2.88676;-0.0138563;0.0376937
saturn;7.98716;4.71535;-0.399637;-1.14332;1.7539;0.0149391;0.0112863
uranus;13.248;-14.8202;-0.226819;1.06108;0.893609;-0.0104586;0.00172372
neptune;15.7015;-25.721;0.167775;0.971688;0.607013;-0.034839;0.00203369
sun;-3.54411e-05;-0.00112578;5.86538e-06;0.000165775;-0.00332801;1.08136e-05;39.4784
jupiter;4.9541;-0.188049;-0.11017;0.0689876;2.88746;-0.0135003;0.0376937
saturn;7.97568;4.73287;-0.399486;-1.14727;1.75156;0.0151368;0.0112863
uranus;13.2586;-14.8113;-0.226923;1.06041;0.894355;-0.0104472;0.00172372
neptune;15.7113;-25.7149;0.167427;0.971461;0.607385;-0.0348415;0.00203369
sun;-3.36186e-05;-0.00115906;5.96954e-06;0.000182255;-0.00332797;1.04163e-05;39.4784
jupiter;4.95463;-0.159168;-0.110302;0.0529505;2.88807;-0.0131438;0.0376937
saturn;7.96417;4.75036;-0.399333;-1.15121;1.74921;0.0153345;0.0112863
uranus;13.2692;-14.8023;-0.227028;1.05974;0.8951;-0.0104358;0.00172372
neptune;15.721;-25.7088;0.167078;0.971234;0.607757;-0.0348439;0.00203369
sun;-3.16312e-05;-0.00119234;6.06973e-06;0.00019874;-0.00332784;1.00185e-05;39.4784
jupiter;4.955;-0.130282;-0.11043;0.036907;2.88858;-0.0127868;0.0376937
saturn;7.95262;4.76783;-0.399177;-1.15515;1.74686;0.0155321;0.0112863
uranus;13.2798;-14.7934;-0.227132;1.05907;0.895845;-0.0104244;0.00172372
neptune;15.7307;-25.7027;0.16673;0.971007;0.608129;-0.0348463;0.00203369
sun;-2.94789e-05;-0.00122561;6.16593e-06;0.000215228;-0.00332762;9.62022e-06;39.4784
jupiter;4.9552;-0.101392;-0.110554;0.0208578;2.889;-0.0124292;0.0376937
saturn;7.94103;4.78527;-0.39902;-1.15908;1.74449;0.0157298;0.0112863
uranus;13.2904;-14.7844;-0.227236;1.05841;0.89659;-0.010413;0.00172372
neptune;15.7404;-25.6967;0.166381;0.97078;0.6085;-0.0348487;0.00203369
sun;-2.71617e-05;-0.00125889;6.25814e-06;0.000231721;-0.0033273;9.22146e-06;39.4784
jupiter;4.95525;-0.0724988;-0.110675;0.00480349;2.88933;-0.0120711;0.0376937
saturn;7.9294;4.80269;-0.398861;-1.16301;1.74212;0.0159275;0.0112863
uranus;13.301;-14.7754;-0.22734;1.05774;0.897334;-0.0104015;0.00172372
neptune;15.7501;-25.6906;0.166033;0.970552;0.608871;-0.0348511;0.00203369
sun;-2.46795e-05;-0.00129215;6.34636e-06;0.000248216;-0.0033269;8.82223e-06;39.4784
jupiter;4.95514;-0.0436032;-0.110792;-0.0112554;2.88957;-0.0117126;0.0376937
saturn;7.91773;4.82009;-0.3987;-1.16693;1.73974;0.0161251;0.0112863
uranus;13.3115;-14.7665;-0.227444;1.05707;0.898077;-0.0103901;0.00172372
neptune;15.7598;-25.6845;0.165684;0.970325;0.609243;-0.0348536;0.00203369
sun;-2.20324e-05;-0.00132542;6.43059e-06;0.000264714;-0.0033264;8.42256e-06;39.4784
jupiter;4.95487;-0.0147061;-0.110905;-0.0273181;2.88971;-0.0113535;0.0376937
saturn;7.90602;4.83747;-0.398536;-1.17085;1.73734;0.0163227;0.0112863
uranus;13.3221;-14.7575;-0.227548;1.0564;0.89882;-0.0103787;0.00172372
neptune;15.7695;-25.6784;0.165336;0.970097;0.609614;-0.034856;0.00203369
sun;-1.92202e-05;-0.00135868;6.51081e-06;0.000281214;-0.00332581;8.02245e-06;39.4784
jupiter;4.95443;0.0141914;-0.111015;-0.0433843;2.88975;-0.0109941;0.0376937
saturn;7.89428;4.85481;-0.398371;-1.17476;1.73494;0.0165203;0.0112863
uranus;13.3327;-14.7485;-0.227651;1.05573;0.899563;-0.0103672;0.00172372
neptune;15.7792;-25.6723;0.164987;0.969869;0.609985;-0.0348584;0.00203369
sun;-1.62431e-05;-0.00139193;6.58703e-06;0.000297715;-0.00332512;7.62192e-06;39.4784
jupiter;4.95384;0.0430885;-0.111122;-0.0594531;2.8897;-0.0106341;0.0376937
saturn;7.88249;4.87214;-0.398204;-1.17867;1.73253;0.0167179;0.0112863
uranus;13.3432;-14.7395;-0.227755;1.05506;0.900305;-0.0103558;0.00172372
neptune;15.7889;-25.6662;0.164638;0.969642;0.610356;-0.0348607;0.00203369
sun;-1.31009e-05;-0.00142517;6.65924e-06;0.000314217;-0.00332435;7.22098e-06;39.4784
jupiter;4.95308;0.0719841;-0.111224;-0.0755241;2.88956;-0.0102737;0.0376937
saturn;7.87066;4.88944;-0.398035;-1.18258;1.73011;0.0169155;0.0112863
uranus;13.3538;-14.7305;-0.227858;1.05439;0.901046;-0.0103443;0.00172372
neptune;15.7986;-25.6601;0.16429;0.969413;0.610727;-0.0348631;0.00203369
sun;-9.79373e-06;-0.00145841;6.72744e-06;0.000330719;-0.00332348;6.81963e-06;39.4784
jupiter;4.95217;0.100877;-0.111323;-0.0915966;2.88933;-0.00991293;0.0376937
saturn;7.8588;4.90672;-0.397864;-1.18648;1.72768;0.017113;0.0112863
uranus;13.3643;-14.7214;-0.227962;1.05372;0.901787;-0.0103329;0.00172372
neptune;15.8083;-25.654;0.163941;0.969185;0.611098;-0.0348655;0.00203369
sun;-6.32152e-06;-0.00149163;6.79162e-06;0.00034722;-0.00332252;6.41791e-06;39.4784
jupiter;4.95109;0.129767;-0.111419;-0.10767;2.889;-0.00955173;0.0376937
saturn;7.84689;4.92397;-0.397691;-1.19037;1.72524;0.0173105;0.0112863
uranus;13.3748;-14.7124;-0.228065;1.05305;0.902528;-0.0103214;0.00172372
neptune;15.818;-25.6478;0.163592;0.968957;0.611469;-0.0348679;0.00203369
sun;-2.68431e-06;-0.00152485;6.85178e-06;0.000363721;-0.00332147;6.01581e-06;39.4784
jupiter;4.94985;0.158653;-0.111511;-0.123744;2.88858;-0.00919012;0.0376937
saturn;7.83495;4.9412;-0.397516;-1.19426;1.72279;0.017508;0.0112863
uranus;13.3853;-14.7034;-0.228168;1.05237;0.903268;-0.0103099;0.00172372
neptune;15.8277;-25.6417;0.163244;0.968728;0.61184;-0.0348703;0.00203369
sun;1.11789e-06;-0.00155805;6.90791e-06;0.00038022;-0.00332032;5.61335e-06;39.4784
jupiter;4.94845;0.187534;-0.111599;-0.139817;2.88806;-0.00882814;0.0376937
saturn;7.82297;4.9584;-0.397338;-1.19815;1.72033;0.0177055;0.0112863
uranus;13.3959;-14.6943;-0.228271;1.0517;0.904007;-0.0102985;0.00172372
neptune;15.8373;-25.6356;0.162895;0.9685;0.61221;-0.0348726;0.00203369
sun;5.08506e-06;-0.00159124;6.96002e-06;0.000396717;-0.00331908;5.21055e-06;39.4784
jupiter;4.9469;0.216408;-0.111684;-0.15589;2.88745;-0.00846578;0.0376937
saturn;7.81095;4.97558;-0.397159;-1.20203;1.71787;0.017903;0.0112863
uranus;13.4064;-14.6853;-0.228374;1.05103;0.904747;-0.010287;0.00172372
neptune;15.847;-25.6295;0.162546;0.968271;0.612581;-0.034875;0.00203369
sun;9.21717e-06;-0.00162442;7.00809e-06;0.000413211;-0.00331775;4.80741e-06;39.4784
jupiter;4.94518;0.245276;-0.111765;-0.171961;2.88674;-0.00810307;0.0376937
saturn;7.79889;4.99273;-0.396978;-1.20591;1.71539;0.0181004;0.0112863
uranus;13.4169;-14.6762;-0.228477;1.05035;0.905485;-0.0102755;0.00172372
neptune;15.8567;-25.6233;0.162198;0.968042;0.612952;-0.0348773;0.00203369
sun;1.35142e-05;-0.00165758;7.05213e-06;0.000429702;-0.00331633;4.40396e-06;39.4784
jupiter;4.9433;0.274135;-0.111842;-0.18803;2.88594;-0.00774002;0.0376937
saturn;7.78679;5.00986;-0.396795;-1.20978;1.7129;0.0182978;0.0112863
uranus;13.4274;-14.6672;-0.228579;1.04968;0.906223;-0.010264;0.00172372
neptune;15.8664;-25.6172;0.161849;0.967813;0.613322;-0.0348797;0.00203369
sun;1.79761e-05;-0.00169073;7.09213e-06;0.000446189;-0.00331482;4.0002e-06;39.4784
jupiter;4.94125;0.302985;-0.111916;-0.204097;2.88505;-0.00737664;0.0376937
saturn;7.77466;5.02697;-0.396611;-1.21365;1.71041;0.0184952;0.0112863
uranus;13.4379;-14.6581;-0.228682;1.049;0.906961;-0.0102525;0.00172372
neptune;15.8761;-25.6111;0.1615;0.967584;0.613692;-0.034882;0.00203369
sun;2.26028e-05;-0.00172386;7.12809e-06;0.000462671;-0.00331321;3.59614e-06;39.4784
jupiter;4.93905;0.331826;-0.111986;-0.22016;2.88406;-0.00701294;0.0376937
saturn;7.76248;5.04405;-0.396424;-1.21751;1.7079;0.0186925;0.0112863
uranus;13.4483;-14.649;-0.228784;1.04833;0.907698;-0.010241;0.00172372
neptune;15.8857;-25.6049;0.161151;0.967354;0.614063;-0.0348844;0.00203369
sun;2.73943e-05;-0.00175698;7.16001e-06;0.000479149;-0.00331151;3.19181e-06;39.4784
jupiter;4.93669;0.360656;-0.112053;-0.236219;2.88298;-0.00664894;0.0376937
saturn;7.75027;5.0611;-0.396235;-1.22137;1.70539;0.0188899;0.0112863
uranus;13.4588;-14.6399;-0.228887;1.04765;0.908434;-0.0102295;0.00172372
neptune;15.8954;-25.5988;0.160802;0.967125;0.614433;-0.0348867;0.00203369
sun;3.23505e-05;-0.00179007;7.18788e-06;0.000495621;-0.00330972;2.78721e-06;39.4784
jupiter;4.93417;0.389474;-0.112115;-0.252274;2.8818;-0.00628466;0.0376937
saturn;7.73802;5.07813;-0.396044;-1.22522;1.70287;0.0190871;0.0112863
uranus;13.4693;-14.6309;-0.228989;1.04698;0.90917;-0.010218;0.00172372
neptune;15.9051;-25.5926;0.160453;0.966895;0.614803;-0.0348891;0.00203369
sun;3.74714e-05;-0.00182315;7.21171e-06;0.000512086;-0.00330783;2.38236e-06;39.4784
jupiter;4.93149;0.418279;-0.112175;-0.268324;2.88053;-0.0059201;0.0376937
saturn;7.72572;5.09513;-0.395851;-1.22907;1.70033;0.0192844;0.0112863
uranus;13.4798;-14.6218;-0.229091;1.0463;0.909906;-0.0102065;0.00172372
neptune;15.9147;-25.5865;0.160104;0.966666;0.615173;-0.0348914;0.00203369
sun;4.27568e-05;-0.00185621;7.23148e-06;0.000528545;-0.00330585;1.97726e-06;39.4784
jupiter;4.92864;0.447071;-0.11223;-0.284368;2.87917;-0.00555528;0.0376937
saturn;7.7134;5.11211;-0.395656;-1.23291;1.69779;0.0194816;0.0112863
uranus;13.4902;-14.6127;-0.229193;1.04562;0.910641;-0.010195;0.00172372
neptune;15.9244;-25.5803;0.159755;0.966436;0.615543;-0.0348937;0.00203369
sun;4.82068e-05;-0.00188925;7.2472e-06;0.000544996;-0.00330378;1.57194e-06;39.4784
jupiter;4.92564;0.475848;-0.112282;-0.300405;2.87771;-0.00519021;0.0376937
saturn;7.70103;5.12906;-0.395459;-1.23675;1.69524;0.0196788;0.0112863
uranus;13.5007;-14.6035;-0.229295;1.04494;0.911375;-0.0101835;0.00172372
neptune;15.9341;-25.5742;0.159406;0.966206;0.615913;-0.034896;0.00203369
sun;5.38211e-05;-0.00192226;7.25886e-06;0.000561439;-0.00330162;1.16641e-06;39.4784
jupiter;4.92247;0.50461;-0.11233;-0.316436;2.87616;-0.00482491;0.0376937
saturn;7.68862;5.14599;-0.395261;-1.24058;1.69268;0.019876;0.0112863
uranus;13.5111;-14.5944;-0.229396;1.04427;0.912109;-0.010172;0.00172372
neptune;15.9437;-25.568;0.159058;0.965975;0.616282;-0.0348983;0.00203369
sun;5.95999e-05;-0.00195526;7.26647e-06;0.000577874;-0.00329937;7.60674e-07;39.4784
jupiter;4.91915;0.533355;-0.112375;-0.332459;2.87452;-0.00445939;0.0376937
saturn;7.67618;5.16289;-0.39506;-1.24441;1.69011;0.0200731;0.0112863
uranus;13.5215;-14.5853;-0.229498;1.04359;0.912843;-0.0101605;0.00172372
neptune;15.9534;-25.5618;0.158708;0.965745;0.616652;-0.0349006;0.00203369
sun;6.55429e-05;-0.00198823;7.27002e-06;0.000594299;-0.00329702;3.54754e-07;39.4784
jupiter;4.91566;0.562083;-0.112416;-0.348475;2.87278;-0.00409366;0.0376937
saturn;7.6637;5.17977;-0.394857;-1.24823;1.68753;0.0202702;0.0112863
uranus;13.532;-14.5762;-0.229599;1.04291;0.913576;-0.0101489;0.00172372
neptune;15.963;-25.5557;0.158359;0.965515;0.617021;-0.0349029;0.00203369
sun;7.165e-05;-0.00202117;7.2695e-06;0.000610715;-0.00329458;-5.134e-08;39.4784
jupiter;4.91202;0.590792;-0.112453;-0.364481;2.87094;-0.00372774;0.0376937
saturn;7.65118;5.19661;-0.394653;-1.25205;1.68494;0.0204672;0.0112863
uranus;13.5424;-14.567;-0.229701;1.04223;0.914308;-0.0101374;0.00172372
neptune;15.9727;-25.5495;0.15801;0.965284;0.617391;-0.0349052;0.00203369
