Name;X-coordinate;Y-coordinate;Z-coordinate;X-velocity;Y-velocity;Z-velocity;mass
saturn;-2.00332;8.82072;-0.0734543;-2.09619;-0.450114;0.09126;0.0112863
uranus;17.8814;-9.05634;-0.265591;0.639915;1.21742;-0.00379377;0.00172372
neptune;20.5726;-21.9318;-0.0222246;0.829517;0.793911;-0.0354135;0.00203369
sun;0.01213;-0.00418858;-0.000288561;0.00121639;0.00245142;-4.95238e-05;39.4784
jupiter;-5.26762;1.32888;0.112324;-0.72062;-2.52985;0.0266153;0.0376937
saturn;-2.02427;8.81617;-0.0725414;-2.09512;-0.454815;0.0912991;0.0112863
uranus;17.8878;-9.04417;-0.265628;0.639037;1.21786;-0.00378074;0.00172372
neptune;20.5809;-21.9239;-0.0225787;0.829218;0.794231;-0.0354132;0.00203369
sun;0.0121421;-0.00416403;-0.000289054;0.00120382;0.00245583;-4.92727e-05;39.4784
jupiter;-5.27469;1.30355;0.112587;-0.707719;-2.5331;0.0263401;0.0376937
saturn;-2.04521;8.81158;-0.071628;-2.09404;-0.459514;0.0913377;0.0112863
uranus;17.8942;-9.03198;-0.265666;0.638159;1.21831;-0.00376769;0.00172372
neptune;20.5892;-21.9159;-0.0229328;0.828919;0.794549;-0.0354128;0.00203369
sun;0.012154;-0.00413942;-0.000289544;0.00119123;0.00246019;-4.90209e-05;39.4784
jupiter;-5.28164;1.27818;0.112848;-0.694806;-2.5363;0.0260644;0.0376937
saturn;-2.06614;8.80694;-0.0707142;-2.09295;-0.46421;0.0913758;0.0112863
uranus;17.9005;-9.01979;-0.265704;0.63728;1.21875;-0.00375465;0.00172372
neptune;20.5975;-21.908;-0.023287;0.828619;0.794868;-0.0354125;0.00203369
sun;0.0121658;-0.00411478;-0.000290032;0.00117863;0.00246448;-4.87685e-05;39.4784
jupiter;-5.28846;1.25279;0.113106;-0.681881;-2.53943;0.0257881;0.0376937
saturn;-2.08706;8.80225;-0.0698001;-2.09185;-0.468904;0.0914134;0.0112863
uranus;17.9069;-9.0076;-0.265741;0.636401;1.21919;-0.00374161;0.00172372
neptune;20.6058;-21.9;-0.0236411;0.82832;0.795187;-0.0354122;0.00203369
sun;0.0121774;-0.00409009;-0.000290517;0.00116601;0.00246871;-4.85154e-05;39.4784
jupiter;-5.29515;1.22736;0.113361;-0.668945;-2.54249;0.0255114;0.0376937
saturn;-2.10796;8.79751;-0.0688856;-2.09073;-0.473594;0.0914505;0.0112863
uranus;17.9133;-8.99541;-0.265778;0.635522;1.21963;-0.00372856;0.00172372
neptune;20.6141;-21.8921;-0.0239952;0.82802;0.795506;-0.0354118;0.00203369
sun;0.012189;-0.00406536;-0.000291;0.00115338;0.00247288;-4.82618e-05;39.4784
jupiter;-5.30171;1.20191;0.113613;-0.655997;-2.54549;0.0252341;0.0376937
saturn;-2.12886;8.79273;-0.0679707;-2.0896;-0.478281;0.0914871;0.0112863
uranus;17.9196;-8.98321;-0.265815;0.634642;1.22008;-0.00371552;0.00172372
neptune;20.6223;-21.8841;-0.0243493;0.82772;0.795824;-0.0354115;0.00203369
sun;0.0122004;-0.00404059;-0.00029148;0.00114074;0.00247699;-4.80074e-05;39.4784
jupiter;-5.30814;1.17642;0.113863;-0.643039;-2.54843;0.0249563;0.0376937
saturn;-2.14975;8.7879;-0.0670555;-2.08847;-0.482966;0.0915232;0.0112863
uranus;17.9259;-8.971;-0.265852;0.633763;1.22052;-0.00370247;0.00172372
neptune;20.6306;-21.8761;-0.0247034;0.82742;0.796143;-0.0354112;0.00203369
sun;0.0122117;-0.00401578;-0.000291957;0.00112808;0.00248104;-4.77525e-05;39.4784
jupiter;-5.31444;1.15091;0.11411;-0.63007;-2.55131;0.024678;0.0376937
saturn;-2.17062;8.78302;-0.0661399;-2.08732;-0.487647;0.0915588;0.0112863
uranus;17.9323;-8.95879;-0.265889;0.632882;1.22096;-0.00368942;0.00172372
neptune;20.6389;-21.8682;-0.0250575;0.82712;0.796461;-0.0354108;0.00203369
sun;0.0122228;-0.00399093;-0.000292432;0.00111541;0.00248503;-4.7497e-05;39.4784
jupiter;-5.32061;1.12537;0.114354;-0.61709;-2.55412;0.0243992;0.0376937
saturn;-2.19148;8.7781;-0.0652239;-2.08616;-0.492326;0.091594;0.0112863
uranus;17.9386;-8.94658;-0.265926;0.632002;1.2214;-0.00367637;0.00172372
neptune;20.6471;-21.8602;-0.0254116;0.82682;0.796779;-0.0354104;0.00203369
sun;0.0122338;-0.00396604;-0.000292905;0.00110273;0.00248896;-4.72408e-05;39.4784
jupiter;-5.32665;1.0998;0.114595;-0.6041;-2.55687;0.0241199;0.0376937
saturn;-2.21233;8.77313;-0.0643077;-2.08499;-0.497001;0.0916286;0.0112863
uranus;17.9449;-8.93436;-0.265963;0.631121;1.22184;-0.00366332;0.00172372
neptune;20.6554;-21.8522;-0.0257658;0.82652;0.797097;-0.0354101;0.00203369
sun;0.0122447;-0.00394111;-0.000293375;0.00109003;0.00249282;-4.6984e-05;39.4784
jupiter;-5.33256;1.07421;0.114833;-0.591101;-2.55956;0.0238402;0.0376937
saturn;-2.23317;8.76811;-0.063391;-2.08381;-0.501674;0.0916628;0.0112863
uranus;17.9512;-8.92214;-0.265999;0.63024;1.22228;-0.00365026;0.00172372
neptune;20.6637;-21.8443;-0.0261198;0.826219;0.797415;-0.0354097;0.00203369
sun;0.0122555;-0.00391615;-0.000293842;0.00107732;0.00249662;-4.67267e-05;39.4784
jupiter;-5.33834;1.04858;0.115069;-0.578092;-2.56218;0.0235599;0.0376937
saturn;-2.25399;8.76305;-0.0624741;-2.08262;-0.506343;0.0916965;0.0112863
uranus;17.9575;-8.90991;-0.266036;0.629359;1.22271;-0.00363721;0.00172372
neptune;20.6719;-21.8363;-0.0264739;0.825919;0.797733;-0.0354093;0.00203369
sun;0.0122662;-0.00389114;-0.000294307;0.0010646;0.00250037;-4.64687e-05;39.4784
jupiter;-5.34399;1.02294;0.115302;-0.565074;-2.56474;0.0232792;0.0376937
saturn;-2.27481;8.75794;-0.0615568;-2.08142;-0.511009;0.0917296;0.0112863
uranus;17.9638;-8.89768;-0.266072;0.628478;1.22315;-0.00362415;0.00172372
neptune;20.6802;-21.8283;-0.026828;0.825618;0.798051;-0.035409;0.00203369
sun;0.0122767;-0.0038661;-0.000294769;0.00105187;0.00250405;-4.62102e-05;39.4784
jupiter;-5.34951;0.997264;0.115532;-0.552046;-2.56723;0.0229981;0.0376937
saturn;-2.29561;8.75278;-0.0606391;-2.0802;-0.515673;0.0917623;0.0112863
uranus;17.9701;-8.88544;-0.266108;0.627596;1.22359;-0.00361109;0.00172372
neptune;20.6884;-21.8203;-0.0271821;0.825318;0.798369;-0.0354086;0.00203369
sun;0.0122871;-0.00384103;-0.000295228;0.00103913;0.00250767;-4.59511e-05;39.4784
jupiter;-5.3549;0.971567;0.115759;-0.53901;-2.56967;0.0227164;0.0376937
saturn;-2.3164;8.74758;-0.0597212;-2.07898;-0.520332;0.0917945;0.0112863
uranus;17.9763;-8.8732;-0.266144;0.626714;1.22402;-0.00359803;0.00172372
neptune;20.6967;-21.8123;-0.0275362;0.825017;0.798686;-0.0354082;0.00203369
sun;0.0122973;-0.00381592;-0.000295685;0.00102638;0.00251122;-4.56914e-05;39.4784
jupiter;-5.36016;0.945847;0.115983;-0.525966;-2.57204;0.0224344;0.0376937
saturn;-2.33718;8.74233;-0.0588029;-2.07774;-0.524989;0.0918262;0.0112863
uranus;17.9826;-8.86096;-0.26618;0.625832;1.22446;-0.00358497;0.00172372
neptune;20.7049;-21.8043;-0.0278903;0.824716;0.799004;-0.0354078;0.00203369
sun;0.0123075;-0.00379077;-0.000296139;0.00101361;0.00251472;-4.54312e-05;39.4784
jupiter;-5.36529;0.920103;0.116205;-0.512913;-2.57434;0.0221518;0.0376937
saturn;-2.35794;8.73703;-0.0578844;-2.07649;-0.529643;0.0918574;0.0112863
uranus;17.9888;-8.84871;-0.266216;0.624949;1.22489;-0.00357191;0.00172372
neptune;20.7132;-21.7963;-0.0282443;0.824414;0.799321;-0.0354074;0.00203369
sun;0.0123175;-0.00376559;-0.000296591;0.00100084;0.00251815;-4.51704e-05;39.4784
jupiter;-5.37029;0.894337;0.116423;-0.499853;-2.57658;0.0218689;0.0376937
saturn;-2.37869;8.73169;-0.0569655;-2.07524;-0.534293;0.0918881;0.0112863
uranus;17.9951;-8.83645;-0.266251;0.624066;1.22533;-0.00355885;0.00172372
neptune;20.7214;-21.7883;-0.0285984;0.824113;0.799638;-0.035407;0.00203369
sun;0.0123274;-0.00374037;-0.00029704;0.000988049;0.00252153;-4.49091e-05;39.4784
jupiter;-5.37516;0.86855;0.116639;-0.486785;-2.57876;0.0215855;0.0376937
saturn;-2.39943;8.7263;-0.0560463;-2.07397;-0.53894;0.0919184;0.0112863
uranus;18.0013;-8.8242;-0.266287;0.623183;1.22576;-0.00354578;0.00172372
neptune;20.7297;-21.7803;-0.0289525;0.823812;0.799955;-0.0354066;0.00203369
sun;0.0123371;-0.00371512;-0.000297487;0.000975253;0.00252484;-4.46472e-05;39.4784
jupiter;-5.3799;0.842741;0.116852;-0.47371;-2.58088;0.0213017;0.0376937
saturn;-2.42016;8.72086;-0.0551268;-2.07269;-0.543584;0.0919481;0.0112863
uranus;18.0075;-8.81193;-0.266322;0.622299;1.2262;-0.00353272;0.00172372
neptune;20.7379;-21.7723;-0.0293065;0.82351;0.800272;-0.0354061;0.00203369
sun;0.0123467;-0.00368984;-0.000297931;0.000962448;0.00252809;-4.43847e-05;39.4784
jupiter;-5.3845;0.816912;0.117062;-0.460627;-2.58293;0.0210174;0.0376937
saturn;-2.44088;8.71538;-0.054207;-2.0714;-0.548224;0.0919773;0.0112863
uranus;18.0137;-8.79967;-0.266357;0.621416;1.22663;-0.00351965;0.00172372
neptune;20.7461;-21.7643;-0.0296606;0.823209;0.800589;-0.0354057;0.00203369
sun;0.0123562;-0.00366453;-0.000298372;0.000949633;0.00253128;-4.41217e-05;39.4784
jupiter;-5.38898;0.791063;0.11727;-0.447538;-2.58492;0.0207328;0.0376937
saturn;-2.46158;8.70985;-0.053287;-2.0701;-0.552861;0.0920061;0.0112863
uranus;18.0199;-8.7874;-0.266392;0.620532;1.22706;-0.00350658;0.00172372
neptune;20.7544;-21.7563;-0.0300147;0.822907;0.800906;-0.0354053;0.00203369
sun;0.0123656;-0.00363919;-0.00029881;0.000936808;0.00253441;-4.38582e-05;39.4784
jupiter;-5.39332;0.765194;0.117474;-0.434443;-2.58684;0.0204477;0.0376937
saturn;-2.48226;8.70428;-0.0523666;-2.06878;-0.557494;0.0920343;0.0112863
uranus;18.0261;-8.77512;-0.266427;0.619647;1.22749;-0.00349351;0.00172372
neptune;20.7626;-21.7483;-0.0303687;0.822605;0.801222;-0.0354049;0.00203369
sun;0.0123748;-0.00361381;-0.000299246;0.000923975;0.00253747;-4.35942e-05;39.4784
jupiter;-5.39754;0.739307;0.117676;-0.421341;-2.58871;0.0201622;0.0376937
saturn;-2.50294;8.69866;-0.051446;-2.06746;-0.562125;0.0920621;0.0112863
uranus;18.0323;-8.76284;-0.266462;0.618763;1.22792;-0.00348044;0.00172372
neptune;20.7708;-21.7403;-0.0307227;0.822303;0.801539;-0.0354044;0.00203369
sun;0.0123839;-0.00358841;-0.00029968;0.000911132;0.00254048;-4.33297e-05;39.4784
jupiter;-5.40162;0.713402;0.117875;-0.408234;-2.5905;0.0198764;0.0376937
saturn;-2.5236;8.69299;-0.0505251;-2.06613;-0.566751;0.0920894;0.0112863
uranus;18.0385;-8.75056;-0.266497;0.617878;1.22835;-0.00346737;0.00172372
neptune;20.779;-21.7323;-0.0310768;0.822001;0.801855;-0.035404;0.00203369
sun;0.0123929;-0.00356297;-0.00030011;0.000898282;0.00254342;-4.30646e-05;39.4784
jupiter;-5.40557;0.68748;0.118071;-0.39512;-2.59224;0.0195901;0.0376937
saturn;-2.54425;8.68728;-0.049604;-2.06478;-0.571374;0.0921161;0.0112863
uranus;18.0447;-8.73827;-0.266531;0.616993;1.22878;-0.00345429;0.00172372
neptune;20.7872;-21.7243;-0.0314308;0.821699;0.802171;-0.0354035;0.00203369
sun;0.0124018;-0.00353751;-0.000300538;0.000885423;0.0025463;-4.2799e-05;39.4784
jupiter;-5.40939;0.66154;0.118264;-0.382002;-2.59391;0.0193035;0.0376937
saturn;-2.56488;8.68152;-0.0486825;-2.06343;-0.575994;0.0921424;0.0112863
uranus;18.0508;-8.72598;-0.266566;0.616107;1.22921;-0.00344122;0.00172372
neptune;20.7955;-21.7162;-0.0317849;0.821396;0.802488;-0.0354031;0.00203369
sun;0.0124105;-0.00351202;-0.000300964;0.000872556;0.00254912;-4.2533e-05;39.4784
jupiter;-5.41308;0.635585;0.118454;-0.368878;-2.59552;0.0190165;0.0376937
saturn;-2.5855;8.67571;-0.0477609;-2.06206;-0.58061;0.0921682;0.0112863
uranus;18.057;-8.71368;-0.2666;0.615222;1.22964;-0.00342814;0.00172372
neptune;20.8037;-21.7082;-0.0321389;0.821094;0.802804;-0.0354026;0.00203369
sun;0.0124191;-0.0034865;-0.000301386;0.000859681;0.00255188;-4.22664e-05;39.4784
jupiter;-5.41664;0.609615;0.118641;-0.35575;-2.59706;0.0187291;0.0376937
saturn;-2.60611;8.66986;-0.0468389;-2.06068;-0.585223;0.0921935;0.0112863
uranus;18.0631;-8.70138;-0.266634;0.614336;1.23007;-0.00341506;0.00172372
neptune;20.8119;-21.7002;-0.0324929;0.820791;0.80312;-0.0354022;0.00203369
sun;0.0124276;-0.00346095;-0.000301806;0.000846799;0.00255458;-4.19994e-05;39.4784
jupiter;-5.42006;0.583629;0.118825;-0.342616;-2.59855;0.0184414;0.0376937
saturn;-2.6267;8.66396;-0.0459167;-2.05929;-0.589832;0.0922183;0.0112863
uranus;18.0693;-8.68908;-0.266668;0.613449;1.23049;-0.00340198;0.00172372
neptune;20.8201;-21.6921;-0.0328469;0.820489;0.803435;-0.0354017;0.00203369
sun;0.0124359;-0.00343538;-0.000302224;0.00083391;0.00255722;-4.17318e-05;39.4784
jupiter;-5.42336;0.55763;0.119007;-0.329479;-2.59996;0.0181533;0.0376937
saturn;-2.64728;8.65801;-0.0449943;-2.05789;-0.594437;0.0922426;0.0112863
uranus;18.0754;-8.67677;-0.266702;0.612563;1.23092;-0.0033889;0.00172372
neptune;20.8283;-21.6841;-0.0332009;0.820186;0.803751;-0.0354012;0.00203369
sun;0.0124441;-0.00340978;-0.000302638;0.000821014;0.00255979;-4.14638e-05;39.4784
jupiter;-5.42652;0.531616;0.119186;-0.316338;-2.60132;0.0178648;0.0376937
saturn;-2.66785;8.65202;-0.0440717;-2.05648;-0.599039;0.0922664;0.0112863
uranus;18.0815;-8.66446;-0.266736;0.611676;1.23134;-0.00337582;0.00172372
neptune;20.8365;-21.6761;-0.0335549;0.819883;0.804067;-0.0354008;0.00203369
sun;0.0124522;-0.00338416;-0.00030305;0.000808112;0.0025623;-4.11953e-05;39.4784
jupiter;-5.42955;0.50559;0.119361;-0.303193;-2.60261;0.017576;0.0376937
saturn;-2.6884;8.64599;-0.0431488;-2.05506;-0.603637;0.0922898;0.0112863
uranus;18.0876;-8.65214;-0.266769;0.610789;1.23177;-0.00336274;0.00172372
neptune;20.8447;-21.668;-0.0339089;0.81958;0.804382;-0.0354003;0.00203369
sun;0.0124602;-0.00335851;-0.000303459;0.000795203;0.00256476;-4.09264e-05;39.4784
jupiter;-5.43245;0.479552;0.119534;-0.290044;-2.60384;0.0172869;0.0376937
saturn;-2.70893;8.63991;-0.0422256;-2.05363;-0.608231;0.0923126;0.0112863
uranus;18.0937;-8.63982;-0.266803;0.609902;1.23219;-0.00334965;0.00172372
neptune;20.8529;-21.66;-0.0342629;0.819276;0.804698;-0.0353998;0.00203369
sun;0.012468;-0.00333284;-0.000303866;0.000782288;0.00256715;-4.0657e-05;39.4784
jupiter;-5.43522;0.453502;0.119704;-0.276893;-2.605;0.0169974;0.0376937
saturn;-2.72946;8.63378;-0.0413023;-2.05219;-0.612822;0.0923349;0.0112863
uranus;18.0998;-8.62749;-0.266836;0.609014;1.23262;-0.00333657;0.00172372
neptune;20.8611;-21.6519;-0.0346169;0.818973;0.805013;-0.0353993;0.00203369
sun;0.0124757;-0.00330715;-0.00030427;0.000769367;0.00256947;-4.03871e-05;39.4784
jupiter;-5.43786;0.427441;0.119871;-0.263738;-2.60611;0.0167076;0.0376937
saturn;-2.74996;8.6276;-0.0403787;-2.05074;-0.617409;0.0923568;0.0112863
uranus;18.1059;-8.61516;-0.266869;0.608126;1.23304;-0.00332348;0.00172372
neptune;20.8692;-21.6439;-0.0349709;0.81867;0.805328;-0.0353988;0.00203369
sun;0.0124832;-0.00328143;-0.000304671;0.000756441;0.00257174;-4.01168e-05;39.4784
jupiter;-5.44037;0.401369;0.120035;-0.250581;-2.60714;0.0164175;0.0376937
saturn;-2.77046;8.62138;-0.0394549;-2.04927;-0.621992;0.0923781;0.0112863
uranus;18.112;-8.60282;-0.266902;0.607238;1.23346;-0.00331039;0.00172372
neptune;20.8774;-21.6358;-0.0353249;0.818366;0.805643;-0.0353983;0.00203369
sun;0.0124907;-0.00325569;-0.000305069;0.000743509;0.00257395;-3.98461e-05;39.4784
jupiter;-5.44274;0.375288;0.120197;-0.237422;-2.60812;0.016127;0.0376937
saturn;-2.79093;8.61512;-0.0385309;-2.0478;-0.626571;0.092399;0.0112863
uranus;18.118;-8.59049;-0.266935;0.606349;1.23389;-0.00329731;0.00172372
neptune;20.8856;-21.6278;-0.0356789;0.818062;0.805958;-0.0353978;0.00203369
sun;0.012498;-0.00322993;-0.000305465;0.000730573;0.00257609;-3.95749e-05;39.4784
jupiter;-5.44498;0.349198;0.120355;-0.22426;-2.60903;0.0158363;0.0376937
saturn;-2.8114;8.60881;-0.0376067;-2.04631;-0.631147;0.0924194;0.0112863
uranus;18.1241;-8.57814;-0.266968;0.605461;1.23431;-0.00328421;0.00172372
neptune;20.8938;-21.6197;-0.0360329;0.817758;0.806273;-0.0353973;0.00203369
sun;0.0125052;-0.00320415;-0.000305858;0.000717631;0.00257817;-3.93033e-05;39.4784
jupiter;-5.44709;0.323099;0.120511;-0.211097;-2.60988;0.0155452;0.0376937
saturn;-2.83184;8.60245;-0.0366824;-2.04482;-0.635718;0.0924392;0.0112863
uranus;18.1301;-8.5658;-0.267001;0.604572;1.23473;-0.00327112;0.00172372
neptune;20.902;-21.6116;-0.0363868;0.817454;0.806588;-0.0353967;0.00203369
sun;0.0125122;-0.00317834;-0.000306249;0.000704685;0.00258019;-3.90313e-05;39.4784
jupiter;-5.44907;0.296992;0.120663;-0.197932;-2.61066;0.0152539;0.0376937
saturn;-2.85228;8.59605;-0.0357578;-2.04331;-0.640286;0.0924586;0.0112863
uranus;18.1362;-8.55344;-0.267034;0.603682;1.23515;-0.00325803;0.00172372
neptune;20.9101;-21.6036;-0.0367408;0.81715;0.806902;-0.0353962;0.00203369
sun;0.0125191;-0.00315252;-0.000306636;0.000691735;0.00258215;-3.87588e-05;39.4784
jupiter;-5.45092;0.270879;0.120813;-0.184766;-2.61139;0.0149623;0.0376937
saturn;-2.8727;8.5896;-0.034833;-2.04179;-0.64485;0.0924775;0.0112863
uranus;18.1422;-8.54109;-0.267066;0.602793;1.23557;-0.00324494;0.00172372
neptune;20.9183;-21.5955;-0.0370947;0.816846;0.807217;-0.0353957;0.00203369
sun;0.0125259;-0.00312668;-0.000307021;0.000678781;0.00258405;-3.8486e-05;39.4784
jupiter;-5.45264;0.244758;0.120959;-0.171599;-2.61205;0.0146704;0.0376937
saturn;-2.8931;8.5831;-0.033908;-2.04027;-0.64941;0.0924959;0.0112863
uranus;18.1482;-8.52873;-0.267098;0.601903;1.23599;-0.00323184;0.00172372
neptune;20.9265;-21.5874;-0.0374487;0.816542;0.807531;-0.0353952;0.00203369
sun;0.0125326;-0.00310082;-0.000307403;0.000665823;0.00258589;-3.82127e-05;39.4784
jupiter;-5.45422;0.218632;0.121103;-0.158432;-2.61264;0.0143782;0.0376937
saturn;-2.91349;8.57656;-0.0329829;-2.03873;-0.653966;0.0925138;0.0112863
uranus;18.1542;-8.51636;-0.26713;0.601013;1.23641;-0.00321874;0.00172372
neptune;20.9346;-21.5793;-0.0378026;0.816237;0.807845;-0.0353946;0.00203369
sun;0.0125391;-0.00307495;-0.000307782;0.000652862;0.00258766;-3.7939e-05;39.4784
jupiter;-5.45567;0.1925;0.121244;-0.145264;-2.61317;0.0140857;0.0376937
saturn;-2.93386;8.56998;-0.0320576;-2.03718;-0.658517;0.0925312;0.0112863
uranus;18.1602;-8.504;-0.267163;0.600123;1.23682;-0.00320565;0.00172372
neptune;20.9428;-21.5712;-0.0381566;0.815933;0.808159;-0.0353941;0.00203369
sun;0.0125455;-0.00304905;-0.000308159;0.000639898;0.00258938;-3.7665e-05;39.4784
jupiter;-5.45699;0.166363;0.121382;-0.132095;-2.61364;0.013793;0.0376937
saturn;-2.95421;8.56335;-0.0311321;-2.03562;-0.663065;0.0925481;0.0112863
uranus;18.1662;-8.49162;-0.267194;0.599232;1.23724;-0.00319255;0.00172372
neptune;20.9509;-21.5632;-0.0385105;0.815628;0.808473;-0.0353935;0.00203369
sun;0.0125518;-0.00302314;-0.000308533;0.00062693;0.00259103;-3.73905e-05;39.4784
jupiter;-5.45818;0.140223;0.121517;-0.118927;-2.61405;0.0135;0.0376937
saturn;-2.97455;8.55667;-0.0302065;-2.03405;-0.667609;0.0925645;0.0112863
uranus;18.1722;-8.47925;-0.267226;0.598341;1.23766;-0.00317945;0.00172372
neptune;20.9591;-21.5551;-0.0388644;0.815323;0.808787;-0.035393;0.00203369
sun;0.0125579;-0.00299722;-0.000308904;0.00061396;0.00259262;-3.71157e-05;39.4784
jupiter;-5.45924;0.114079;0.121649;-0.105759;-2.61439;0.0132067;0.0376937
saturn;-2.99488;8.54995;-0.0292807;-2.03247;-0.672149;0.0925804;0.0112863
uranus;18.1782;-8.46687;-0.267258;0.59745;1.23807;-0.00316635;0.00172372
neptune;20.9672;-21.547;-0.0392184;0.815018;0.809101;-0.0353924;0.00203369
sun;0.0125639;-0.00297127;-0.000309273;0.000600988;0.00259415;-3.68405e-05;39.4784
jupiter;-5.46017;0.0879323;0.121778;-0.092592;-2.61467;0.0129132;0.0376937
saturn;-3.01519;8.54318;-0.0283547;-2.03087;-0.676684;0.0925959;0.0112863
uranus;18.1841;-8.45448;-0.267289;0.596559;1.23849;-0.00315324;0.00172372
neptune;20.9754;-21.5389;-0.0395723;0.814713;0.809415;-0.0353918;0.00203369
sun;0.0125698;-0.00294532;-0.000309638;0.000588014;0.00259562;-3.65649e-05;39.4784
jupiter;-5.46096;0.0617833;0.121904;-0.0794257;-2.61489;0.0126195;0.0376937
saturn;-3.03548;8.53637;-0.0274286;-2.02927;-0.681216;0.0926108;0.0112863
uranus;18.1901;-8.44209;-0.267321;0.595667;1.2389;-0.00314014;0.00172372
neptune;20.9835;-21.5308;-0.0399262;0.814408;0.809728;-0.0353913;0.00203369
sun;0.0125755;-0.00291935;-0.000310001;0.000575037;0.00259703;-3.62889e-05;39.4784
jupiter;-5.46162;0.0356329;0.122028;-0.0662606;-2.61505;0.0123255;0.0376937
saturn;-3.05576;8.52951;-0.0265023;-2.02766;-0.685743;0.0926252;0.0112863
uranus;18.196;-8.4297;-0.267352;0.594775;1.23932;-0.00312704;0.00172372
neptune;20.9917;-21.5227;-0.0402801;0.814103;0.810042;-0.0353907;0.00203369
sun;0.0125812;-0.00289336;-0.000310361;0.000562059;0.00259838;-3.60126e-05;39.4784
jupiter;-5.46215;0.0094815;0.122148;-0.053097;-2.61514;0.0120313;0.0376937
saturn;-3.07602;8.52261;-0.0255759;-2.02603;-0.690266;0.0926392;0.0112863
uranus;18.202;-8.4173;-0.267383;0.593883;1.23973;-0.00311393;0.00172372
neptune;20.9998;-21.5146;-0.040634;0.813797;0.810355;-0.0353901;0.00203369
sun;0.0125867;-0.00286737;-0.000310719;0.00054908;0.00259966;-3.5736e-05;39.4784
jupiter;-5.46255;-0.0166702;0.122265;-0.0399351;-2.61517;0.0117369;0.0376937
saturn;-3.09626;8.51566;-0.0246494;-2.0244;-0.694785;0.0926527;0.0112863
uranus;18.2079;-8.4049;-0.267414;0.59299;1.24014;-0.00310082;0.00172372
neptune;21.008;-21.5065;-0.0409879;0.813492;0.810668;-0.0353895;0.00203369
sun;0.012592;-0.00284136;-0.000311073;0.0005361;0.00260088;-3.5459e-05;39.4784
jupiter;-5.46282;-0.0428215;0.12238;-0.0267752;-2.61513;0.0114423;0.0376937
saturn;-3.11649;8.50867;-0.0237228;-2.02276;-0.699299;0.0926656;0.0112863
uranus;18.2138;-8.3925;-0.267445;0.592098;1.24055;-0.00308771;0.00172372
neptune;21.0161;-21.4984;-0.0413418;0.813186;0.810981;-0.0353889;0.00203369
sun;0.0125972;-0.00281534;-0.000311425;0.000523118;0.00260205;-3.51816e-05;39.4784
jupiter;-5.46296;-0.0689718;0.122491;-0.0136176;-2.61503;0.0111474;0.0376937
saturn;-3.1367;8.50163;-0.022796;-2.0211;-0.70381;0.0926781;0.0112863
uranus;18.2197;-8.38009;-0.267476;0.591205;1.24097;-0.0030746;0.00172372
neptune;21.0242;-21.4903;-0.0416957;0.81288;0.811294;-0.0353883;0.00203369
sun;0.0126023;-0.00278931;-0.000311774;0.000510136;0.00260315;-3.49039e-05;39.4784
jupiter;-5.46296;-0.0951205;0.1226;-0.000462484;-2.61487;0.0108524;0.0376937
saturn;-3.15689;8.49455;-0.0218691;-2.01943;-0.708316;0.0926901;0.0112863
uranus;18.2256;-8.36767;-0.267507;0.590311;1.24138;-0.00306149;0.00172372
neptune;21.0323;-21.4821;-0.0420496;0.812574;0.811607;-0.0353877;0.00203369
sun;0.0126073;-0.00276327;-0.00031212;0.000497154;0.00260419;-3.46259e-05;39.4784
jupiter;-5.46284;-0.121267;0.122705;0.0126898;-2.61465;0.0105571;0.0376937
saturn;-3.17707;8.48742;-0.0209421;-2.01776;-0.712818;0.0927016;0.0112863
uranus;18.2315;-8.35525;-0.267537;0.589418;1.24179;-0.00304838;0.00172372
neptune;21.0405;-21.474;-0.0424034;0.812268;0.81192;-0.0353871;0.00203369
sun;0.0126122;-0.00273721;-0.000312464;0.000484172;0.00260517;-3.43476e-05;39.4784
jupiter;-5.46258;-0.147411;0.122808;0.0258391;-2.61436;0.0102617;0.0376937
saturn;-3.19723;8.48025;-0.0200149;-2.01607;-0.717315;0.0927126;0.0112863
uranus;18.2374;-8.34283;-0.267567;0.588524;1.2422;-0.00303527;0.00172372
neptune;21.0486;-21.4659;-0.0427573;0.811962;0.812233;-0.0353865;0.00203369
sun;0.0126169;-0.00271115;-0.000312805;0.00047119;0.00260608;-3.40689e-05;39.4784
jupiter;-5.46219;-0.173551;0.122908;0.038985;-2.61402;0.00996607;0.0376937
saturn;-3.21738;8.47303;-0.0190877;-2.01437;-0.721808;0.0927231;0.0112863
uranus;18.2433;-8.33041;-0.267598;0.58763;1.24261;-0.00302216;0.00172372
neptune;21.0567;-21.4578;-0.0431111;0.811656;0.812545;-0.0353859;0.00203369
sun;0.0126215;-0.00268508;-0.000313142;0.000458209;0.00260694;-3.379e-05;39.4784
jupiter;-5.46167;-0.199687;0.123004;0.0521273;-2.6136;0.00967026;0.0376937
saturn;-3.2375;8.46577;-0.0181604;-2.01267;-0.726296;0.0927331;0.0112863
uranus;18.2492;-8.31798;-0.267628;0.586736;1.24301;-0.00300904;0.00172372
neptune;21.0648;-21.4496;-0.043465;0.81135;0.812858;-0.0353853;0.00203369
sun;0.0126259;-0.00265901;-0.000313478;0.000445228;0.00260774;-3.35107e-05;39.4784
jupiter;-5.46101;-0.225818;0.123098;0.0652658;-2.61313;0.00937429;0.0376937
